lic_ticker,lic_name,year,ex_date,payment_date,dividend_type,dividend_phase,cash_amount,franking_level,corp_tax_rate,franking_credit_amount,grossed_up_amount,drp_price,lic_id
AFI,Australian Foundation Investment Company Limited,2014,7/02/2014,21/02/2014,Ordinary,Interim,0.08,1,0.3,0.0343,0.1143,5.86,
AFI,Australian Foundation Investment Company Limited,2014,8/08/2014,29/08/2014,Ordinary,Final,0.14,1,0.3,0.06,0.2,5.93,
AFI,Australian Foundation Investment Company Limited,2015,5/02/2014,20/02/2015,Ordinary,Interim,0.09,1,0.3,0.0386,0.1286,5.97,
AFI,Australian Foundation Investment Company Limited,2015,7/08/2015,28/08/2015,Ordinary,Final,0.14,1,0.3,0.06,0.2,6.03,
AFI,Australian Foundation Investment Company Limited,2016,3/02/2016,19/02/2016,Ordinary,Interim,0.1,1,0.3,0.0429,0.1429,5.43,
AFI,Australian Foundation Investment Company Limited,2016,9/08/2016,30/08/2016,Ordinary,Final,0.14,1,0.3,0.06,0.2,5.58,
AFI,Australian Foundation Investment Company Limited,2017,7/02/2017,24/02/2017,Ordinary,Interim,0.1,1,0.3,0.0429,0.1429,5.84,
AFI,Australian Foundation Investment Company Limited,2017,8/08/2017,30/08/2017,Ordinary,Final,0.14,1,0.3,0.06,0.2,5.92,
AFI,Australian Foundation Investment Company Limited,2018,8/02/2018,23/02/2018,Ordinary,Interim,0.1,1,0.3,0.0429,0.1429,6.11,
AFI,Australian Foundation Investment Company Limited,2018,8/08/2018,31/08/2018,Ordinary,Final,0.14,1,0.3,0.06,0.2,6.18,
AFI,Australian Foundation Investment Company Limited,2019,8/02/2019,25/02/2019,Ordinary,Interim,0.08,1,0.3,0.0343,0.1143,5.93,
AFI,Australian Foundation Investment Company Limited,2019,8/02/2019,25/02/2019,Special,Special,0.1,1,0.3,0.0429,0.1429,5.93,
AFI,Australian Foundation Investment Company Limited,2019,6/08/2019,29/08/2019,Ordinary,Final,0.14,1,0.3,0.06,0.2,6.21,
AFI,Australian Foundation Investment Company Limited,2020,7/02/2020,24/02/2020,Ordinary,Interim,0.1,1,0.3,0.0429,0.1429,6.93,
AFI,Australian Foundation Investment Company Limited,2020,11/08/2020,1/09/2020,Ordinary,Final,0.14,1,0.3,0.06,0.2,6.3,
AFI,Australian Foundation Investment Company Limited,2021,8/02/2021,23/02/2021,Ordinary,Interim,0.1,1,0.3,0.0429,0.1429,7.1,
AFI,Australian Foundation Investment Company Limited,2021,11/08/2021,31/08/2021,Ordinary,Final,0.14,1,0.3,0.06,0.2,8.1,
AFI,Australian Foundation Investment Company Limited,2022,9/02/2022,25/02/2022,Ordinary,Interim,0.1,1,0.3,0.0429,0.1429,7.86,
AFI,Australian Foundation Investment Company Limited,2022,10/08/2022,30/08/2022,Ordinary,Final,0.14,1,0.3,0.06,0.2,7.56,
AFI,Australian Foundation Investment Company Limited,2023,2/02/2023,24/02/2023,Ordinary,Interim,0.11,1,0.3,0.0471,0.1571,7.29,
AFI,Australian Foundation Investment Company Limited,2023,11/08/2023,1/09/2023,Ordinary,Final,0.14,1,0.3,0.06,0.2,7.03,
ARG,Argo Investments Limited,2014,11/02/2014,5/03/2014,Ordinary,Interim,0.135,1,0.3,0.0579,0.1929,7.16,
ARG,Argo Investments Limited,2014,18/08/2014,3/09/2014,Ordinary,Final,0.145,1,0.3,0.0621,0.2071,7.79,
ARG,Argo Investments Limited,2015,12/02/2015,4/03/2015,Ordinary,Interim,0.14,1,0.3,0.06,0.2,7.95,
ARG,Argo Investments Limited,2015,17/08/2015,2/09/2015,Ordinary,Final,0.155,1,0.3,0.0664,0.2214,7.85,
ARG,Argo Investments Limited,2016,11/02/2016,4/03/2016,Ordinary,Interim,0.15,1,0.3,0.0643,0.2143,7.15,
ARG,Argo Investments Limited,2016,23/08/2016,9/09/2016,Ordinary,Final,0.155,1,0.3,0.0664,0.2214,7.32,
ARG,Argo Investments Limited,2017,17/02/2017,10/03/2017,Ordinary,Interim,0.15,1,0.3,0.0643,0.2143,7.46,
ARG,Argo Investments Limited,2017,25/08/2017,15/09/2017,Ordinary,Final,0.16,1,0.3,0.0686,0.2286,7.63,
ARG,Argo Investments Limited,2018,16/02/2018,9/03/2018,Ordinary,Interim,0.155,1,0.3,0.0664,0.2214,7.98,
ARG,Argo Investments Limited,2018,24/08/2018,14/09/2018,Ordinary,Final,0.16,1,0.3,0.0686,0.2286,7.89,
ARG,Argo Investments Limited,2019,15/02/2019,8/03/2019,Ordinary,Interim,0.16,1,0.3,0.0686,0.2286,7.53,
ARG,Argo Investments Limited,2019,23/08/2019,13/09/2019,Ordinary,Final,0.17,1,0.3,0.0729,0.2429,8.05,
ARG,Argo Investments Limited,2020,14/02/2020,6/03/2020,Ordinary,Interim,0.16,1,0.3,0.0686,0.2286,8.82,
ARG,Argo Investments Limited,2020,28/08/2020,18/09/2020,Ordinary,Final,0.14,1,0.3,0.06,0.2,7.59,
ARG,Argo Investments Limited,2021,19/02/2021,12/03/2021,Ordinary,Interim,0.14,1,0.3,0.06,0.2,8.34,
ARG,Argo Investments Limited,2021,27/08/2021,17/09/2021,Ordinary,Final,0.14,1,0.3,0.06,0.2,9.23,
ARG,Argo Investments Limited,2022,18/02/2022,11/03/2022,Ordinary,Interim,0.16,1,0.3,0.0686,0.2286,9.6,
ARG,Argo Investments Limited,2022,26/08/2022,16/09/2022,Ordinary,Final,0.17,1,0.3,0.0729,0.2429,9.08,
ARG,Argo Investments Limited,2023,17/02/2023,10/03/2023,Ordinary,Interim,0.165,1,0.3,0.0707,0.2357,8.98,
ARG,Argo Investments Limited,2023,25/08/2023,15/09/2023,Ordinary,Final,0.18,1,0.3,0.0771,0.2571,8.67,
WAM,WAM Capital Limited,2014,18/03/2014,31/03/2014,Ordinary,Interim,0.065,1,0.3,0.0279,0.0929,1.9432,
WAM,WAM Capital Limited,2014,7/10/2014,17/10/2014,Ordinary,Final,0.065,1,0.3,0.0279,0.0929,1.8903,
WAM,WAM Capital Limited,2015,20/04/2015,30/04/2015,Ordinary,Interim,0.07,1,0.3,0.03,0.1,1.9154,
WAM,WAM Capital Limited,2015,19/10/2015,30/10/2015,Ordinary,Final,0.07,1,0.3,0.03,0.1,1.9186,
WAM,WAM Capital Limited,2016,27/04/2016,13/05/2016,Ordinary,Interim,0.0725,1,0.3,0.0311,0.1036,2.1135,
WAM,WAM Capital Limited,2016,17/10/2016,28/10/2016,Ordinary,Final,0.0725,1,0.3,0.0311,0.1036,2.2603,
WAM,WAM Capital Limited,2017,13/04/2017,28/04/2017,Ordinary,Interim,0.075,1,0.3,0.0321,0.1071,2.3699,
WAM,WAM Capital Limited,2017,17/10/2017,27/10/2017,Ordinary,Final,0.075,1,0.3,0.0321,0.1071,2.3531,
WAM,WAM Capital Limited,2018,12/04/2018,27/04/2018,Ordinary,Interim,0.0775,1,0.3,0.0332,0.1107,2.3502,
WAM,WAM Capital Limited,2018,16/11/2018,26/11/2018,Ordinary,Final,0.0775,1,0.3,0.0332,0.1107,2.0944,
WAM,WAM Capital Limited,2019,10/04/2019,26/04/2019,Ordinary,Interim,0.0775,1,0.3,0.0332,0.1107,2.0413,
WAM,WAM Capital Limited,2019,17/10/2019,25/10/2019,Ordinary,Final,0.0775,1,0.3,0.0332,0.1107,2.1544,
WAM,WAM Capital Limited,2020,20/04/2020,28/04/2020,Ordinary,Interim,0.0775,1,0.3,0.0332,0.1107,1.7986,
WAM,WAM Capital Limited,2020,19/11/2020,27/11/2020,Ordinary,Final,0.0775,1,0.3,0.0332,0.1107,2.1965,
WAM,WAM Capital Limited,2021,31/05/2021,7/06/2021,Ordinary,Interim,0.0775,1,0.3,0.0332,0.1107,2.1607,
WAM,WAM Capital Limited,2021,18/10/2021,29/10/2021,Ordinary,Final,0.0775,1,0.3,0.0332,0.1107,2.2381,
WAM,WAM Capital Limited,2022,6/06/2022,17/06/2022,Ordinary,Interim,0.0775,1,0.3,0.0332,0.1107,1.8999,
WAM,WAM Capital Limited,2022,17/10/2022,28/10/2022,Ordinary,Final,0.0775,1,0.3,0.0332,0.1107,1.6872,
WAM,WAM Capital Limited,2023,15/05/2023,26/05/2023,Ordinary,Interim,0.0775,1,0.3,0.0332,0.1107,1.6038,
WAM,WAM Capital Limited,2023,17/10/2023,31/10/2023,Ordinary,Final,0.0775,1,0.3,0.0332,0.1107,1.5619,
WLE,WAM Leaders Limited,2017,13/04/2017,28/04/2017,Ordinary,Interim,0.01,1,0.3,0.0043,0.0143,1.1242,
WLE,WAM Leaders Limited,2017,23/11/2017,5/12/2017,Ordinary,Final,0.02,1,0.3,0.0086,0.0286,1.1382,
WLE,WAM Leaders Limited,2018,12/04/2018,27/04/2018,Ordinary,Interim,0.025,1,0.3,0.0107,0.0357,1.1152,
WLE,WAM Leaders Limited,2018,12/10/2018,26/10/2018,Ordinary,Final,0.025,1,0.3,0.0107,0.0357,1.1281,
WLE,WAM Leaders Limited,2019,10/04/2019,26/04/2019,Ordinary,Interim,0.0265,1,0.3,0.0114,0.0379,1.0992,
WLE,WAM Leaders Limited,2019,11/10/2019,25/10/2019,Ordinary,Final,0.03,1,0.3,0.0129,0.0429,1.1493,
WLE,WAM Leaders Limited,2020,15/04/2020,28/04/2020,Ordinary,Interim,0.0325,1,0.3,0.0139,0.0464,1.0088,
WLE,WAM Leaders Limited,2020,19/10/2020,30/10/2020,Ordinary,Final,0.0325,1,0.3,0.0139,0.0464,1.2061,
WLE,WAM Leaders Limited,2021,14/04/2021,26/04/2021,Ordinary,Interim,0.035,1,0.3,0.015,0.05,1.5131,
WLE,WAM Leaders Limited,2021,18/10/2021,29/10/2021,Ordinary,Final,0.035,1,0.3,0.015,0.05,1.4826,
WLE,WAM Leaders Limited,2022,13/04/2022,29/04/2022,Ordinary,Interim,0.04,1,0.3,0.0171,0.0571,1.5431,
WLE,WAM Leaders Limited,2022,17/11/2022,30/11/2022,Ordinary,Final,0.04,1,0.3,0.0171,0.0571,1.4951,
WLE,WAM Leaders Limited,2023,19/05/2023,31/05/2023,Ordinary,Interim,0.045,1,0.3,0.0193,0.0643,1.4652,
WLE,WAM Leaders Limited,2023,17/10/2023,31/10/2023,Ordinary,Final,0.045,1,0.3,0.0193,0.0643,1.4086,
LSF,L1 Long Short Fund Limited,2021,1/03/2021,26/03/2021,Ordinary,Interim,0.015,1,0.3,0.0064,0.0214,2.15,
LSF,L1 Long Short Fund Limited,2021,13/09/2021,1/10/2021,Ordinary,Final,0.03,1,0.3,0.0129,0.0429,2.64,
LSF,L1 Long Short Fund Limited,2022,14/03/2022,1/04/2022,Ordinary,Interim,0.04,1,0.3,0.0171,0.0571,2.86,
LSF,L1 Long Short Fund Limited,2022,12/09/2022,30/09/2022,Ordinary,Final,0.045,1,0.3,0.0193,0.0643,2.48,
LSF,L1 Long Short Fund Limited,2023,15/03/2023,4/04/2023,Ordinary,Interim,0.05,1,0.3,0.0214,0.0714,2.67,
LSF,L1 Long Short Fund Limited,2023,11/09/2023,3/10/2023,Ordinary,Final,0.055,1,0.3,0.0236,0.0786,2.84,
MFF,MFF Capital Investments Limited,2014,29/04/2014,16/05/2014,Ordinary,Interim,0.01,0,0.3,0,0.01,1.4804,
MFF,MFF Capital Investments Limited,2014,13/10/2014,14/11/2014,Ordinary,Final,0.01,0,0.3,0,0.01,1.4659,
MFF,MFF Capital Investments Limited,2015,29/04/2015,15/05/2015,Ordinary,Interim,0.01,0,0.3,0,0.01,1.7414,
MFF,MFF Capital Investments Limited,2015,13/10/2015,12/11/2015,Ordinary,Final,0.01,1,0.3,0.0043,0.0143,1.8709,
MFF,MFF Capital Investments Limited,2016,29/04/2016,20/05/2016,Ordinary,Interim,0.01,1,0.3,0.0043,0.0143,1.9002,
MFF,MFF Capital Investments Limited,2016,13/10/2016,11/11/2016,Ordinary,Final,0.01,1,0.3,0.0043,0.0143,1.6999,
MFF,MFF Capital Investments Limited,2017,28/04/2017,19/05/2017,Ordinary,Interim,0.01,0.85,0.3,0.0036,0.0136,1.8607,
MFF,MFF Capital Investments Limited,2017,12/10/2017,10/11/2017,Ordinary,Final,0.01,1,0.3,0.0043,0.0143,1.9841,
MFF,MFF Capital Investments Limited,2018,27/04/2018,18/05/2018,Ordinary,Interim,0.015,1,0.3,0.0064,0.0214,2.3664,
MFF,MFF Capital Investments Limited,2018,11/10/2018,9/11/2018,Ordinary,Final,0.015,1,0.3,0.0064,0.0214,2.6879,
MFF,MFF Capital Investments Limited,2019,26/04/2019,17/05/2019,Ordinary,Interim,0.015,1,0.3,0.0064,0.0214,2.9642,
MFF,MFF Capital Investments Limited,2019,11/10/2019,8/11/2019,Ordinary,Final,0.02,1,0.3,0.0086,0.0286,3.2127,
MFF,MFF Capital Investments Limited,2020,3/02/2020,19/02/2020,Special,Special,0.2,1,0.3,0.0857,0.2857,3.6167,
MFF,MFF Capital Investments Limited,2020,24/04/2020,15/05/2020,Ordinary,Interim,0.025,1,0.3,0.0107,0.0357,2.869,
MFF,MFF Capital Investments Limited,2020,9/10/2020,6/11/2020,Ordinary,Final,0.03,1,0.3,0.0129,0.0429,2.6257,
MFF,MFF Capital Investments Limited,2021,23/04/2021,14/05/2021,Ordinary,Interim,0.03,1,0.3,0.0129,0.0429,2.7028,
MFF,MFF Capital Investments Limited,2021,8/10/2021,5/11/2021,Ordinary,Final,0.035,1,0.3,0.015,0.05,2.8962,
MFF,MFF Capital Investments Limited,2022,22/04/2022,13/05/2022,Ordinary,Interim,0.035,1,0.3,0.015,0.05,2.5043,
MFF,MFF Capital Investments Limited,2022,7/10/2022,4/11/2022,Ordinary,Final,0.04,1,0.3,0.0171,0.0571,2.3144,
MFF,MFF Capital Investments Limited,2023,21/04/2023,12/05/2023,Ordinary,Interim,0.045,1,0.3,0.0193,0.0643,2.5555,
MFF,MFF Capital Investments Limited,2023,6/10/2023,3/11/2023,Ordinary,Final,0.05,1,0.3,0.0214,0.0714,2.934,
BKI,BKI Investment Company Limited,2014,11/02/2014,27/02/2014,Ordinary,Interim,0.0345,1,0.3,0.0148,0.0493,1.61,
BKI,BKI Investment Company Limited,2014,12/08/2014,28/08/2014,Ordinary,Final,0.035,1,0.3,0.015,0.05,1.66,
BKI,BKI Investment Company Limited,2015,12/02/2015,26/02/2015,Ordinary,Interim,0.0355,1,0.3,0.0152,0.0507,1.75,
BKI,BKI Investment Company Limited,2015,5/08/2015,26/08/2015,Ordinary,Final,0.0365,1,0.3,0.0156,0.0521,1.6,
BKI,BKI Investment Company Limited,2016,4/02/2016,26/02/2016,Ordinary,Interim,0.036,1,0.3,0.0154,0.0514,1.59,
BKI,BKI Investment Company Limited,2016,5/08/2016,26/08/2016,Ordinary,Final,0.0365,1,0.3,0.0156,0.0521,1.6,
BKI,BKI Investment Company Limited,2017,10/02/2017,27/02/2017,Ordinary,Interim,0.036,1,0.3,0.0154,0.0514,1.64,
BKI,BKI Investment Company Limited,2017,4/08/2017,23/08/2017,Ordinary,Final,0.037,1,0.3,0.0159,0.0529,1.64,
BKI,BKI Investment Company Limited,2018,12/02/2018,28/02/2018,Ordinary,Interim,0.0363,1,0.3,0.0155,0.0518,1.68,
BKI,BKI Investment Company Limited,2018,10/08/2018,29/08/2018,Ordinary,Final,0.037,1,0.3,0.0159,0.0529,1.55,
BKI,BKI Investment Company Limited,2019,8/02/2019,28/02/2019,Ordinary,Interim,0.0363,1,0.3,0.0155,0.0518,1.52,
BKI,BKI Investment Company Limited,2019,8/02/2019,28/02/2019,Special,Special,0.015,1,0.3,0.0064,0.0214,1.52,
BKI,BKI Investment Company Limited,2019,9/08/2019,29/08/2019,Ordinary,Final,0.037,1,0.3,0.0159,0.0529,1.61,
BKI,BKI Investment Company Limited,2019,9/08/2019,29/08/2019,Special,Special,0.01,1,0.3,0.0043,0.0143,1.61,
BKI,BKI Investment Company Limited,2020,8/02/2020,27/02/2020,Ordinary,Interim,0.0363,1,0.3,0.0155,0.0518,1.68,
BKI,BKI Investment Company Limited,2020,7/08/2020,27/08/2020,Ordinary,Final,0.0232,1,0.3,0.0099,0.0331,1.42,
BKI,BKI Investment Company Limited,2020,7/08/2020,27/08/2020,Special,Special,0.01,1,0.3,0.0043,0.0143,1.42,
BKI,BKI Investment Company Limited,2021,5/02/2021,25/02/2021,Ordinary,Interim,0.02,1,0.3,0.0086,0.0286,1.51,
BKI,BKI Investment Company Limited,2021,6/08/2021,26/08/2021,Ordinary,Final,0.03,1,0.3,0.0129,0.0429,1.62,
BKI,BKI Investment Company Limited,2022,11/02/2022,3/03/2022,Ordinary,Interim,0.035,1,0.3,0.015,0.05,1.62,
BKI,BKI Investment Company Limited,2022,11/02/2022,3/03/2022,Special,Special,0.005,1,0.3,0.0021,0.0071,1.62,
BKI,BKI Investment Company Limited,2022,9/08/2022,30/08/2022,Ordinary,Final,0.0365,1,0.3,0.0156,0.0521,1.69,
BKI,BKI Investment Company Limited,2022,9/08/2022,30/08/2022,Special,Special,0.01,1,0.3,0.0043,0.0143,1.69,
BKI,BKI Investment Company Limited,2023,10/02/2023,28/02/2023,Ordinary,Interim,0.037,1,0.3,0.0159,0.0529,1.78,
BKI,BKI Investment Company Limited,2023,10/02/2023,28/02/2023,Special,Special,0.005,1,0.3,0.0021,0.0071,1.78,
BKI,BKI Investment Company Limited,2023,11/08/2023,29/08/2023,Ordinary,Final,0.04,1,0.3,0.0171,0.0571,1.77,
AUI,Australian United Investment Company Limited,2014,21/02/2014,17/03/2014,Ordinary,Interim,0.145,1,0.3,0.0621,0.2071,7.9708,
AUI,Australian United Investment Company Limited,2014,3/09/2014,25/09/2014,Ordinary,Final,0.175,1,0.3,0.075,0.25,8.883,
AUI,Australian United Investment Company Limited,2015,24/02/2015,17/03/2015,Ordinary,Interim,0.155,1,0.3,0.0664,0.2214,8.5764,
AUI,Australian United Investment Company Limited,2015,2/09/2015,25/09/2015,Ordinary,Final,0.185,1,0.3,0.0793,0.2643,7.8021,
AUI,Australian United Investment Company Limited,2016,23/02/2016,15/03/2016,Ordinary,Interim,0.155,1,0.3,0.0664,0.2214,6.9431,
AUI,Australian United Investment Company Limited,2016,1/09/2016,23/09/2016,Ordinary,Final,0.185,1,0.3,0.0793,0.2643,7.2857,
AUI,Australian United Investment Company Limited,2017,23/02/2017,15/03/2017,Ordinary,Interim,0.155,1,0.3,0.0664,0.2214,7.8274,
AUI,Australian United Investment Company Limited,2017,30/08/2017,22/09/2017,Ordinary,Final,0.185,1,0.3,0.0793,0.2643,8.2278,
AUI,Australian United Investment Company Limited,2018,22/02/2018,14/03/2018,Ordinary,Interim,0.16,1,0.3,0.0686,0.2286,8.6073,
AUI,Australian United Investment Company Limited,2018,3/09/2018,21/09/2018,Ordinary,Final,0.19,1,0.3,0.0814,0.2714,8.5456,
AUI,Australian United Investment Company Limited,2019,22/02/2019,14/03/2019,Ordinary,Interim,0.17,1,0.3,0.0729,0.2429,8.4118,
AUI,Australian United Investment Company Limited,2019,2/09/2019,20/09/2019,Ordinary,Final,0.19,1,0.3,0.0814,0.2714,9.1338,
AUI,Australian United Investment Company Limited,2020,21/02/2020,16/03/2020,Ordinary,Interim,0.17,1,0.3,0.0729,0.2429,9.7139,
AUI,Australian United Investment Company Limited,2020,2/09/2020,22/09/2020,Ordinary,Final,0.19,1,0.3,0.0814,0.2714,8.0776,
AUI,Australian United Investment Company Limited,2021,23/02/2021,17/03/2021,Ordinary,Interim,0.17,1,0.3,0.0729,0.2429,8.9443,
AUI,Australian United Investment Company Limited,2021,1/09/2021,23/09/2021,Ordinary,Final,0.19,1,0.3,0.0814,0.2714,10.0201,
AUI,Australian United Investment Company Limited,2022,23/02/2022,18/03/2022,Ordinary,Interim,0.17,1,0.3,0.0729,0.2429,9.4518,
AUI,Australian United Investment Company Limited,2022,23/08/2022,9/09/2022,Ordinary,Final,0.2,1,0.3,0.0857,0.2857,9.6494,
AUI,Australian United Investment Company Limited,2023,23/02/2023,17/03/2023,Ordinary,Interim,0.17,1,0.3,0.0729,0.2429,9.8921,
AUI,Australian United Investment Company Limited,2023,28/08/2023,19/09/2023,Ordinary,Final,0.2,1,0.3,0.0857,0.2857,9.6008,
DUI,Diversified United Investment Limited,2014,21/02/2014,17/03/2014,Ordinary,Interim,0.065,1,0.3,0.0279,0.0929,3.5276,
DUI,Diversified United Investment Limited,2014,3/09/2014,25/09/2014,Ordinary,Final,0.075,1,0.3,0.0321,0.1071,3.8326,
DUI,Diversified United Investment Limited,2015,24/02/2015,17/03/2015,Ordinary,Interim,0.065,1,0.3,0.0279,0.0929,3.6647,
DUI,Diversified United Investment Limited,2015,2/09/2015,25/09/2015,Ordinary,Final,0.075,1,0.3,0.0321,0.1071,3.2981,
DUI,Diversified United Investment Limited,2016,23/02/2016,15/03/2016,Ordinary,Interim,0.065,1,0.3,0.0279,0.0929,3.1723,
DUI,Diversified United Investment Limited,2016,1/09/2016,23/09/2016,Ordinary,Final,0.075,1,0.3,0.0321,0.1071,3.3571,
DUI,Diversified United Investment Limited,2017,23/02/2017,15/03/2017,Ordinary,Interim,0.065,1,0.3,0.0279,0.0929,3.5611,
DUI,Diversified United Investment Limited,2017,30/08/2017,22/09/2017,Ordinary,Final,0.08,1,0.3,0.0343,0.1143,3.7225,
DUI,Diversified United Investment Limited,2018,22/02/2018,14/03/2018,Ordinary,Interim,0.065,1,0.3,0.0279,0.0929,4.0737,
DUI,Diversified United Investment Limited,2018,3/09/2018,21/09/2018,Ordinary,Final,0.085,1,0.3,0.0364,0.1214,4.2526,
DUI,Diversified United Investment Limited,2019,22/02/2019,14/03/2019,Ordinary,Interim,0.07,1,0.3,0.03,0.1,4.0608,
DUI,Diversified United Investment Limited,2019,2/09/2019,20/09/2019,Ordinary,Final,0.085,1,0.3,0.0364,0.1214,4.4554,
DUI,Diversified United Investment Limited,2020,21/02/2020,16/03/2020,Ordinary,Interim,0.07,1,0.3,0.03,0.1,5.0164,
DUI,Diversified United Investment Limited,2020,2/09/2020,22/09/2020,Ordinary,Final,0.085,1,0.3,0.0364,0.1214,4.2038,
DUI,Diversified United Investment Limited,2021,23/02/2021,17/03/2021,Ordinary,Interim,0.07,1,0.3,0.03,0.1,4.7367,
DUI,Diversified United Investment Limited,2021,1/09/2021,23/09/2021,Ordinary,Final,0.085,1,0.3,0.0364,0.1214,5.2388,
DUI,Diversified United Investment Limited,2022,23/02/2022,18/03/2022,Ordinary,Interim,0.07,1,0.3,0.03,0.1,4.8941,
DUI,Diversified United Investment Limited,2022,23/08/2022,9/09/2022,Ordinary,Final,0.09,1,0.3,0.0386,0.1286,4.9018,
DUI,Diversified United Investment Limited,2023,23/02/2023,17/03/2023,Ordinary,Interim,0.07,1,0.3,0.03,0.1,4.9234,
DUI,Diversified United Investment Limited,2023,28/08/2023,19/09/2023,Ordinary,Final,0.09,1,0.3,0.0386,0.1286,4.801,
CIN,Carlton Investments Limited,2014,27/02/2014,20/03/2014,Ordinary,Interim,0.37,1,0.3,0.1586,0.5286,25.3,
CIN,Carlton Investments Limited,2014,29/08/2014,17/09/2014,Ordinary,Final,0.63,1,0.3,0.27,0.9,28.36,
CIN,Carlton Investments Limited,2015,2/03/2015,19/03/2015,Ordinary,Interim,0.43,1,0.3,0.1843,0.6143,31,
CIN,Carlton Investments Limited,2015,31/08/2015,21/09/2015,Ordinary,Final,0.65,1,0.3,0.2786,0.9286,29.5,
CIN,Carlton Investments Limited,2016,2/03/2016,21/03/2016,Ordinary,Interim,0.46,1,0.3,0.1971,0.6571,32.26,
CIN,Carlton Investments Limited,2016,31/08/2016,26/09/2016,Ordinary,Final,0.68,1,0.3,0.2914,0.9714,31.5,
CIN,Carlton Investments Limited,2016,31/08/2016,26/09/2016,Special,Special,0.07,1,0.3,0.03,0.1,31.5,
CIN,Carlton Investments Limited,2017,28/02/2017,20/03/2017,Ordinary,Interim,0.48,1,0.3,0.2057,0.6857,31.48,
CIN,Carlton Investments Limited,2017,31/08/2017,25/09/2017,Ordinary,Final,0.68,1,0.3,0.2914,0.9714,30.51,
CIN,Carlton Investments Limited,2018,28/02/2018,20/03/2018,Ordinary,Interim,0.51,1,0.3,0.2186,0.7286,32.86,
CIN,Carlton Investments Limited,2018,31/08/2018,24/09/2018,Ordinary,Final,0.7,1,0.3,0.3,1,33.7,
CIN,Carlton Investments Limited,2019,28/02/2019,25/03/2019,Ordinary,Interim,0.55,1,0.3,0.2357,0.7857,30.6,
CIN,Carlton Investments Limited,2019,30/08/2019,23/09/2019,Ordinary,Final,0.7,1,0.3,0.3,1,32,
CIN,Carlton Investments Limited,2019,30/08/2019,23/09/2019,Special,Special,0.08,1,0.3,0.0343,0.1143,32,
CIN,Carlton Investments Limited,2020,28/02/2020,23/03/2020,Ordinary,Interim,0.55,1,0.3,0.2357,0.7857,19,
CIN,Carlton Investments Limited,2020,1/09/2020,21/09/2020,Ordinary,Final,0.56,1,0.3,0.24,0.8,23.23,
CIN,Carlton Investments Limited,2021,26/02/2021,22/03/2021,Ordinary,Interim,0.26,1,0.3,0.1114,0.3714,27.3,
CIN,Carlton Investments Limited,2021,31/08/2021,20/09/2021,Ordinary,Final,0.41,1,0.3,0.1757,0.5857,31.8,
CIN,Carlton Investments Limited,2022,28/02/2022,21/03/2022,Ordinary,Interim,0.4,1,0.3,0.1714,0.5714,31.51,
CIN,Carlton Investments Limited,2022,31/08/2022,19/09/2022,Ordinary,Final,0.44,1,0.3,0.1886,0.6286,29.7,
CIN,Carlton Investments Limited,2022,31/08/2022,19/09/2022,Special,Special,0.14,1,0.3,0.06,0.2,29.7,
